id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
,O95390,ACVR_1B2B_receptor,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF11,,Signaling by NODAL
,O95390,TGFR_AVR2A,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF11,,
,O95390,TGFR_AVR2B,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF11,,
,Q9UK05,ACVL1_ACVR2A,GDF2_HUMAN,,curated,PMID:25136781,True,LGarciaAlonso,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF2,,Signaling by BMP
,Q9UK05,ACVL1_BMPR2,GDF2_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF2,,Signaling by BMP
,Q9NR23,ACVR_1B2B_receptor,GDF3_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF3,,
,P43026,BMPR1B_BMPR2,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF5,,
,P43026,BMR1A_ACR2A,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF5,,
,P43026,BMR1A_AVR2B,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF5,,
,P43026,BMR1B_AVR2A,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF5,,
,P43026,BMR1B_AVR2B,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF5,,
,Q6KF10,BMPR1A_BMPR2,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF6,,
,Q6KF10,BMPR1B_BMPR2,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF6,,
,Q6KF10,BMR1A_ACR2A,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF6,,
,Q6KF10,BMR1B_AVR2A,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF6,,
,Q6KF10,BMR1B_AVR2B,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF6,,
,Q7Z4P5,BMPR1A_BMPR2,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF7,,
,Q7Z4P5,BMPR1B_BMPR2,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF7,,
,Q7Z4P5,BMR1A_ACR2A,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF7,,
,Q7Z4P5,BMR1A_AVR2B,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF7,,
,Q7Z4P5,BMR1B_AVR2A,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF7,,
,Q7Z4P5,BMR1B_AVR2B,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF7,,
,O14793,ACVR_1B2B_receptor,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF8,,
,O14793,TGFR_AVR2A,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF8,,
,O14793,TGFR_AVR2B,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF8,,
,O60383,TGFR_BMPR2,GDF9_HUMAN,,curated,PMID:12135884,True,RVentoTormo,,,,,,ligand-receptor,Growth differentiation factor,Growth differentiation factor GDF9,,
,P39905,RET_receptor_1,GDNF_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,RET receptors,,GNDF,NCAM1 interactions|RET signaling|RAF/MAP kinase cascade
,Q9UBU3,Q02643,GHRL_HUMAN,GHRHR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-947647,,,,ligand-receptor,Growth hormone-releasing hormone receptor,,,
,P09681,P48546,GIP_HUMAN,GIPR_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Gastric inhibitory polypeptide,,,Signaling by GPCR
,P01275,P43220,GLUC_HUMAN,GLP1R_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Pro-glucagon precursor,,,Signaling by GPCR
,P01275,O95838,GLUC_HUMAN,GLP2R_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Pro-glucagon precursor,,,Signaling by GPCR
,P01275,P47871,GLUC_HUMAN,GLR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-163625,,,,ligand-receptor,Pro-glucagon precursor,,,
,glyco_Lutropin,P22888,,LSHR_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-391367,R-HSA-391377,R-HSA-375281,,,ligand-receptor,Lutropin-choriogonadotropic hormone,,,Signaling by GPCR
,P01148,P30968,GON1_HUMAN,GNRHR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,ligand-receptor,Progonadoliberin,,,Signaling by GPCR
,P01148,Q96P88,GON1_HUMAN,GNRR2_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,ligand-receptor,Progonadoliberin,,,Signaling by GPCR
,O43555,P30968,GON2_HUMAN,GNRHR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,ligand-receptor,Progonadoliberin,,,Signaling by GPCR
,O43555,Q96P88,GON2_HUMAN,GNRR2_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,ligand-receptor,Progonadoliberin,,,Signaling by GPCR
,Q6UWK7,P49685,GP15L_HUMAN,GPR15_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Chemotactic factor GPR15L,,,
,Q6UWK7,Q9UGT4,GP15L_HUMAN,SUSD2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Chemotactic factor GPR15L,,,
,P07359,integrin_aMb2_complex,GP1BA_HUMAN,,curated,PMC2194217,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Platelel glycoprotein,,
,P09341,Q16570,GROA_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Growth-regulated alpha protein,,,Signaling by GPCR
,P09341,P25024,GROA_HUMAN,CXCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Growth-regulated alpha protein,,,Signaling by GPCR
,P09341,P25025,GROA_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Growth-regulated alpha protein,,,Signaling by GPCR
,P07492,P30550,GRP_HUMAN,GRPR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-375384,,,,ligand-receptor,Gastrin-releasing peptide,,,Signaling by GPCR
,Q99075,P00533,HBEGF_HUMAN,EGFR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Epidermal growth factor,,,ESR-mediated signaling|Signaling by EGFR|Signaling by Receptor Tyrosine Kinases|Signaling by PTK6|Signaling by ERBB4|Signaling by GPCR|EGFR downregulation|Signaling by ERBB2|RAF/MAP kinase cascade
,Q99075,Q15303,HBEGF_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Proheparin-binding EGF-like growth factor,,,
,Q99075,P04626,HBEGF_HUMAN,ERBB2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Proheparin-binding EGF-like growth factor,,,Signaling by PTK6|Signaling by ERBB2|Signaling by Receptor Tyrosine Kinases|RAF/MAP kinase cascade
,Q9NRV9,P25089,HEBP1_HUMAN,FPR3_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-444847,R-HSA-444476,,,,ligand-receptor,Proheparin-binding EGF-like growth factor,,,Signaling by GPCR
,Q30201,P02786,HFE_HUMAN,TFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Transferrin ,,,
,P14210,P08581,HGF_HUMAN,MET_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Hepatocyte growth factor,,,Signaling by Receptor Tyrosine Kinases|Signaling by MET|RAF/MAP kinase cascade
,P26927,Q04912,HGFL_HUMAN,RON_HUMAN,curated,PMID:23792360,True,RVentoTormo,,,,,,ligand-receptor,Hepatocyte growth factor,,,Signaling by MST1|Signaling by Receptor Tyrosine Kinases
,Histamine_byHDC,P35367,,HRH1_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390912,,,,ligand-receptor,Histamine,,,
,Histamine_byHDC,P25021,,HRH2_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390909,,,,ligand-receptor,Histamine,,,
,Histamine_byHDC,Q9Y5N1,,HRH3_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390886,,,,ligand-receptor,Histamine,,,
,Histamine_byHDC,Q9H3N8,,HRH4_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390886,,,,ligand-receptor,Histamine,,,
,HLAA,P43629,HLAA,KI3L1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,HLAB,P43630,HLAB,KI3L2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,HLAC,P43626,HLAC,KI2L1_HUMAN,curated,PMID:28484462,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,HLAC,P43628,HLAC,KI2L3_HUMAN,curated,PMID:28484462,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P13747,CD94:NKG2A,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P13747,CD94:NKG2C,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P13747,CD94:NKG2E,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P13747,P26715,HLAE_HUMAN,NKG2A_HUMAN,curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P13747,P26717,HLAE_HUMAN,NKG2C_HUMAN,curated,activating_interaction._uniprot_&_PMID:26697006,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P13747,P26718,HLAE_HUMAN,NKG2D_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P30511,P43629,HLAF_HUMAN,KI3L1_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P30511,P43630,HLAF_HUMAN,KI3L2_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P30511,Q14943,HLAF_HUMAN,KI3S1_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P30511,Q8NHL6,HLAF_HUMAN,LIRB1_HUMAN,curated,PMID:11169396,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P30511,Q8N423,HLAF_HUMAN,LIRB2_HUMAN,curated,PMID:11169396,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P17693,Q8NHL6,HLAG_HUMAN,LIRB1_HUMAN,curated,uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,P17693,Q8N423,HLAG_HUMAN,LIRB2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Human leukocyte antigen,,,
,Q8IVG9,P25090,HUNIN_HUMAN,FPR2_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-416459,R-HSA-391913,,,,ligand-receptor,Humanin ,,,Signaling by GPCR
,Q8IVG9,P25089,HUNIN_HUMAN,FPR3_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-444847,R-HSA-444476,,,,ligand-receptor,Humanin ,,,Signaling by GPCR
,Q9UBH0,IL36_receptor,I36RA_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL36A,,Signaling by Interleukins
,P10997,AMY1_receptor,IAPP_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-420265,,,,ligand-receptor,Islet amyloid polypeptide,,,Signaling by GPCR
,P10997,AMY2_receptor,IAPP_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-420265,,,,ligand-receptor,Islet amyloid polypeptide,,,Signaling by GPCR
,P10997,AMY3_receptor,IAPP_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-420265,,,,ligand-receptor,Islet amyloid polypeptide,,,Signaling by GPCR
,P17936,Q86XT9,IBP3_HUMAN,TM219_HUMAN,curated,reactome;uniprot;PMID:20353938,True,LGarciaAlonso,R-HSA-6800024,R-HSA-6800035,,,,ligand-receptor,Insulin-like growth factor,,,
,P05362,integrin_aLb2_complex,ICAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 1,,Signaling by Interleukins|Integrin cell surface interactions|Extracellular matrix organization
,P05362,integrin_aMb2_complex,ICAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 1,,Signaling by Interleukins|Integrin cell surface interactions|Extracellular matrix organization
,P05362,integrin_aXb2_complex,ICAM1_HUMAN,,curated,PMID:16252253,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 1,,Signaling by Interleukins|Integrin cell surface interactions|Extracellular matrix organization
,P05362,P20701,ICAM1_HUMAN,ITAL_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 1,,Integrin cell surface interactions|Extracellular matrix organization
,P05362,P16150,ICAM1_HUMAN,LEUK_HUMAN,curated,PMID:1683685,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Intracellular adhesion 1,,
,P13598,Q9NNX6,ICAM2_HUMAN,CD209_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Cell adhesion,Intracellular adhesion 2,CD209,
,P13598,integrin_aLb2_complex,ICAM2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 2,,Integrin cell surface interactions|Extracellular matrix organization
,P32942,Q9NNX6,ICAM3_HUMAN,CD209_HUMAN,curated,PMID:15795245,True,RVentoTormo,,,,,,ligand-receptor,Cell adhesion,Intracellular adhesion 3,CD209,
,P32942,Q9H2X3,ICAM3_HUMAN,CLC4M_HUMAN,curated,PMID:15795245,True,RVentoTormo,,,,,,ligand-receptor,Cell adhesion,Intracellular adhesion 3,,
,P32942,integrin_aDb2_complex,ICAM3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 3,,Integrin cell surface interactions|Extracellular matrix organization
,P32942,integrin_aLb2_complex,ICAM3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 3,,Integrin cell surface interactions|Extracellular matrix organization
,Q14773,integrin_aLb2_complex,ICAM4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Intracellular adhesion 4,,Integrin cell surface interactions|Extracellular matrix organization
,O75144,Q9Y6W8,ICOSL_HUMAN,ICOS_HUMAN,curated,important_for_T_follicular_helper_cells_(Tfh)_and_type_2_T_helper_cell_(Th2)_responses._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,ligand-receptor,ICOS ligand precursor,,,
,P01566,Type_I_IFNR,IFN10_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFN10,,Interferon Signaling
,P01570,Type_I_IFNR,IFN14_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFN14,,Interferon Signaling
,P05015,Type_I_IFNR,IFN16_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFN16,,Interferon Signaling
,P01571,Type_I_IFNR,IFN17_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFN17,,Interferon Signaling
,P01568,Type_I_IFNR,IFN21_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFN21,,Interferon Signaling
,IFNA1,Type_I_IFNR,IFNA1,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNA1,,Interferon Signaling
,P01563,Type_I_IFNR,IFNA2_HUMAN,,curated,PDB:3se3,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNA2,,Interferon Signaling
,P05014,Type_I_IFNR,IFNA4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNA4,,Interferon Signaling
,P01569,Type_I_IFNR,IFNA5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNA5,,Interferon Signaling
,P05013,Type_I_IFNR,IFNA6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNA6,,Interferon Signaling
,P01567,Type_I_IFNR,IFNA7_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNA7,,Interferon Signaling
,P32881,Type_I_IFNR,IFNA8_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNA8,,Interferon Signaling
,P01574,Type_I_IFNR,IFNB_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNB,,Interferon Signaling
,Q86WN2,Type_I_IFNR,IFNE_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNE,,Interferon Signaling
,P01579,Type_II_IFNR,IFNG_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNG,,Regulation of IFNG signaling|Interferon Signaling
,Q9P0W0,Type_I_IFNR,IFNK_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNK,,Interferon Signaling
,Q8IU54,Type_III_IFNR,IFNL1_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNL1,,Signaling by Interleukins|Interferon Signaling
,Q8IZJ0,Type_III_IFNR,IFNL2_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNL2,,Signaling by Interleukins|Interferon Signaling
,Q8IZI9,Type_III_IFNR,IFNL3_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNL3,,Signaling by Interleukins|Interferon Signaling
,Q8IZI9,IL28_receptor,IFNL3_HUMAN,,curated,5t5w;PDB,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNL3,,Signaling by Interleukins|Interferon Signaling
,P05000,Type_I_IFNR,IFNW1_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,ligand-receptor,Interferon,Interferon IFNW1,,Signaling by Interleukins|Interferon Signaling
,P05019,IGF1R_enhancerComGPC3,IGF1_HUMAN,,curated,PMID:18413366,True,LGarciaAlonso,,,,,,ligand-receptor,Insulin-like growth factor,Insulin-like growth factor IGF1,,Signaling by Receptor Tyrosine Kinases|IGF1R signaling cascade
,P05019,P08069,IGF1_HUMAN,IGF1R_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Insulin-like growth factor,Insulin-like growth factor IGF1,,Signaling by Receptor Tyrosine Kinases|IGF1R signaling cascade
,P05019,integrin_a6b4_complex,IGF1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-integrin,Insulin-like growth factor,,,
,P05019,integrin_aVb3_complex,IGF1_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-integrin,Insulin-like growth factor,,,Signaling by Receptor Tyrosine Kinases
,P01344,P08069,IGF2_HUMAN,IGF1R_HUMAN,curated,PMID:27102148,True,RVentoTormo,,,,,,ligand-receptor,Insulin-like growth factor,Insulin-like growth factor IGF2,,Signaling by Receptor Tyrosine Kinases|IGF1R signaling cascade
,P01344,P11717,IGF2_HUMAN,MPRI_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Insulin-like growth factor,Insulin-like growth factor IGF2,,
,Q6UW32,Q9H665,IGFL1_HUMAN,IGFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Insulin-like growth factor,Insulin-like growth factor IGFL1,,
,Q6UWQ7,Q9H665,IGFL2_HUMAN,IGFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Insulin-like growth factor,Insulin-like growth factor IGFL2,,
,Q6UXB1,Q9H665,IGFL3_HUMAN,IGFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Insulin-like growth factor,Insulin-like growth factor IGFL3,,
,Q14623,Q96QV1,IHH_HUMAN,HHIP_HUMAN,curated,reactome;PMID:10050855,True,LGarciaAlonso,,R-HSA-445448,,,,ligand-receptor,Indian hedgehog protein,,,Signaling by Hedgehog
,Q14623,PTCH_BOC_transmembrane_receptor,IHH_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-5632653,,,,ligand-receptor,Indian hedgehog protein,,,Signaling by Hedgehog|Signaling by GPCR
,Q14623,PTCH_CDON_transmembrane_receptor,IHH_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-5632653,,,,ligand-receptor,Indian hedgehog protein,,,Signaling by Hedgehog|Signaling by GPCR
,Q14623,PTCH_GAS1_transmembrane_receptor,IHH_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-5632653,,,,ligand-receptor,Indian hedgehog protein,,,Signaling by Hedgehog|Signaling by GPCR
,P22301,IL10_receptor,IL10_HUMAN,,curated,PDB:1j7v_partially,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL10,,Signaling by Interleukins
,P20809,IL11_receptor,IL11_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL11,,Signaling by Interleukins
,IL12,IL12_receptor,,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL12,,Signaling by Interleukins
,P35225,Q14627,IL13_HUMAN,I13R2_HUMAN,curated,PMID:26471366,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL13,,Signaling by Interleukins
,P35225,IL13_receptor,IL13_HUMAN,,curated,3bpo;PDB,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL13,,Signaling by Interleukins
,P40933,IL15_receptor,IL15_HUMAN,,curated,Need_expression_of_IL15RA_(Q13261)_in_other_cells._2z3q;PDB_partially,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL15,,Signaling by Interleukins
,IL17_AF,IL17_receptor_AC,,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL17AF,,Signaling by Interleukins
,Q9P0M4,IL17_receptor_AE,IL17C_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL17C,,Signaling by Interleukins
,Q96PD4,IL17_receptor_AC,IL17F_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL17F,,Signaling by Interleukins
,Q14116,IL18_receptor,IL18_HUMAN,,curated,3wo3;PDB_partially,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL18,,Signaling by Interleukins
,Q9UHD0,IL20_receptor_Type_I,IL19_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL19,,Signaling by Interleukins
,P01583,IL1_receptor,IL1A_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL1A,,Signaling by Interleukins
,P01583,IL1_receptor_inhibitor,IL1A_HUMAN,,curated,low_affinity;uniprot,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL1A,,Signaling by Interleukins
,P01584,IL1_receptor,IL1B_HUMAN,,curated,4dep;PDB,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL1B,,Signaling by Interleukins
,P01584,IL1_receptor_inhibitor,IL1B_HUMAN,,curated,PDB:3o4o,True,RVentoTormo,,,,,,ligand-receptor,Interleukin,Interleukin IL1B,,Signaling by Interleukins
